1278	1950	2895	3336	260	189	4494	2010	5766	2945	1444	2082	2766	692	528	1456	591	953	968	5536	1470	1726	2182	3143	2836	800	523	3929	525	2537	5259	2855	1511	300	1087	1974	0	2570	1908	634	1672	1560	3816	1095	1115	4252	1218	1592	1099	492	342	3070	1553	4359	1381	3784	1236	3825
1946	990	1990	2170	1126	1165	5221	1112	343	4041	3684	1678	4004	1153	1350	2379	3190	2465	3371	3064	3558	1348	1061	2805	4385	528	946	879	3325	2444	3986	1171	1407	1931	1606	1303	2570	0	3718	3590	4144	2513	2613	4328	3083	3073	4764	3236	2667	3145	4505	3875	4068	3481	544	2761	4848	2590
3399	490	1030	2368	2183	124	4993	1716	3219	2453	3045	2417	3590	394	1716	1615	711	4182	856	800	892	2922	600	452	4050	1138	570	1039	623	1608	3969	3162	3616	1839	419	1240	1908	3718	0	2331	1369	1717	589	498	2732	488	590	3168	688	345	602	1783	1445	2351	1014	3124	432	3065
1302	1484	721	2922	1116	3431	5000	965	3531	455	3173	5166	366	176	262	1491	114	3184	3495	3366	3585	607	3919	1275	954	984	2094	702	367	2354	5695	2936	949	4065	315	1064	634	3590	2331	0	1211	1889	4204	2651	2568	1146	2753	2649	1582	2559	2923	2721	4270	3935	839	2409	5330	2597
3049	3104	578	2013	324	2336	6675	1538	2449	826	673	1925	5632	4020	818	2624	480	2580	476	4962	607	2414	847	4572	2524	2486	1756	851	577	2619	4137	1607	970	1352	2777	960	1672	4144	1369	1211	0	2042	1095	1795	282	184	2492	217	319	2928	416	192	391	1783	1423	1883	722	3294
330	1127	3333	3392	908	1671	5724	2420	3402	844	1398	1225	211	4648	4591	2133	965	2134	374	4249	3024	754	1750	1849	5533	969	1524	701	837	2527	3568	2846	4052	1139	107	3066	1560	2513	1717	1889	2042	0	4252	4124	4678	3047	3147	4902	3617	3607	5338	3770	3201	3750	4739	4409	4642	4015
2601	2142	846	1571	1511	1452	5071	1461	130	587	1488	1485	3120	3547	5304	3642	561	3433	1079	3635	943	2388	1315	1141	2712	3848	184	2727	708	4065	4117	3114	1072	4501	171	502	3816	2613	589	4204	1095	4252	0	1123	527	1967	993	889	2571	533	429	3004	339	852	554	2037	1698	1720
2870	846	2182	3512	2535	888	4074	1030	1377	2773	1177	257	3397	968	4099	2357	3359	3039	730	3201	524	1838	3385	2123	125	798	3841	1210	2356	3730	5106	3008	1232	1475	3213	524	1095	4328	498	2651	1795	4124	1123	0	522	1226	3490	1917	1854	1170	1960	1954	1601	1870	2235	2274	3556	3221
3987	1193	5410	1991	1297	3786	4720	209	1934	1702	3583	1246	2339	224	1564	3131	4091	1240	531	4503	842	1109	2040	4038	3180	3200	783	4069	949	656	4776	4557	802	1849	268	3502	1115	3083	2732	2568	282	4678	527	522	0	3033	2051	312	1798	1700	3908	942	1258	4344	1355	1525	1340	273
3334	2185	1451	3207	1260	138	6678	1588	2493	908	2624	2245	3158	1480	887	1362	2866	5113	3658	4108	1200	774	1542	2806	4959	720	2209	1037	3342	2204	4999	4222	435	1356	287	625	4252	3073	488	1146	184	3047	1967	1226	3033	0	3351	2389	254	2134	2038	4243	1580	1596	4679	1693	1863	1668
464	1424	1776	2941	1003	2736	5181	2423	3734	827	2553	1002	200	652	2151	2089	390	770	4396	537	938	2087	984	2057	3899	3314	1088	3441	447	5123	4615	1126	213	229	243	705	1218	4764	590	2753	2492	3147	993	3490	2051	3351	0	1434	856	1489	662	558	2864	170	72	3299	86	520
1658	2875	1119	4363	1609	250	5676	1651	681	1096	974	456	1267	3848	1177	1861	368	2470	3165	5893	3872	1634	2293	1841	3295	639	3307	959	3070	2392	1445	2696	2925	354	1672	506	1592	3236	3168	2649	217	4902	889	1917	312	2389	1434	0	1878	1266	1797	288	239	2495	342	448	2931	543
2906	1135	2915	3710	2230	1989	4876	1422	3462	3125	887	1608	1876	2693	4589	1868	915	2841	652	1052	3925	2718	1889	2686	2849	243	1627	3535	366	257	3662	5634	1402	3319	1335	1306	1099	2667	688	1582	319	3617	2571	1854	1798	254	856	1878	0	1339	858	1637	692	588	2859	199	97	3295
2182	772	1050	1958	1577	1126	3142	1352	924	757	3586	1755	2359	1901	3346	3304	129	1638	254	3487	3380	3289	2037	2517	4148	609	1022	359	2808	2860	5687	2884	4113	1802	2020	968	492	3145	345	2559	2928	3607	533	1170	1700	2134	1489	1266	1339	0	1882	2417	4617	2649	2750	446	3206	3227
594	287	760	3937	2089	347	6089	1133	3163	1844	1353	2636	3600	1705	2654	2582	3187	2600	1214	3906	520	2211	4286	1428	3754	908	669	482	1036	4549	3491	297	1230	4604	567	2466	342	4505	602	2923	416	5338	429	1960	3908	2038	662	1797	858	1882	0	1441	8700	1535	590	486	2791	102
1743	2889	217	2973	694	3451	5423	2559	3417	458	2585	1416	817	1216	2358	1939	2094	1068	178	2676	788	875	1545	4929	190	709	1637	848	274	3579	901	3352	3639	1638	3476	971	3070	3875	1783	2721	192	3770	3004	1954	942	4243	558	288	1637	2417	1441	0	1543	888	1514	497	389	2770
6002	693	2991	2844	1442	1342	6417	1906	4399	1694	1041	1557	3328	4116	1471	932	1328	564	3486	3665	1771	1495	1546	936	5890	3487	1468	606	354	2975	4791	5060	1152	4041	148	3595	1553	4068	1445	4270	391	3201	339	1601	1258	1580	2864	239	692	4617	8700	1543	0	1446	2105	4181	2213	2314
2845	4645	922	2040	584	1298	5951	2162	3741	1694	693	1117	931	474	4774	1578	1202	1175	2393	693	767	1174	2243	2058	372	4215	2496	283	1293	2529	3962	4171	3579	1493	2734	635	4359	3481	2351	3935	1783	3750	852	1870	4344	1596	170	2495	588	2649	1535	888	1446	0	1345	994	1972	112
1600	1096	4588	2120	2223	708	3830	1282	147	1036	2266	2819	3029	2845	992	3544	638	1619	1627	1647	3846	1332	554	2324	3185	2995	4208	4225	478	3828	3843	3467	290	4002	329	3180	1381	544	1014	839	1423	4739	554	2235	1355	4679	72	342	2859	2750	590	1514	2105	1345	0	1408	1057	2076
2437	666	791	6083	716	3545	4826	1175	2366	2793	1609	2353	3283	578	3706	2044	3542	2905	1507	2217	2627	2617	1450	1252	3551	519	2004	4436	3036	3434	4971	3021	675	257	2942	705	3784	2761	3124	2409	1883	4409	2037	2274	1525	1693	3299	448	199	446	486	497	4181	994	1408	0	2986	2328
2713	2636	706	3457	4746	1653	6553	923	3459	781	3322	1695	4265	2300	1236	2543	300	1273	945	2620	1835	1612	1865	2083	2324	432	1023	3236	3709	549	4480	4320	1041	1016	1187	3061	1236	4848	432	5330	722	4642	1698	3556	1340	1863	86	2931	97	3206	2791	389	2213	1972	1057	2986	0	962
2635	314	2730	2824	1247	5126	4267	2296	2869	1004	2128	2265	3607	665	2957	1734	2267	2566	3841	3998	1383	1238	801	1256	3310	1044	1275	758	2865	5480	5991	3926	547	1444	594	759	3825	2590	3065	2597	3294	4015	1720	3221	273	1668	520	543	3295	3227	102	2770	2314	112	2076	2328	962	0
